기준일,지점,상품군,상품명,보유잔액,계좌수,목표금액,달성률(%),수익률(%),담당자
2025-11-18,강원지점,투자,펀드,25813000,27.0,25075072,102.9,2.11,신지우
2025-07-10,전북지점,여신,소액신용대출,23748000,32.0,19771764,120.1,1.15,임가은
2025-02-22,여의도PB센터,여신,전세자금대출,4877000,35.0,5843361,83.5,1.33,김건우
2025-07-27,전남지점,투자,P2P연계,97015000,40.0,127816896,75.9,3.97,서준서
2025-12-05,전남지점,수신,정기예금,25835000,38.0,20343550,127.0,3.01,
2025-12-08,충남지점,여신,주택담보대출,206223000,28.0,168501690,122.4,1.95,김지민
2025-05-02,여의도PB센터,수신,정기예금,261067000,27.0,209911342,124.4,3.21,김도윤
2025-05-31,여의도PB센터,보험,방카슈랑스,5851000,39.0,6312134,92.7,-2.89,전시우
2025-10-29,여의도PB센터,여신,전세자금대출,5092000,42.0,7393027,68.9,2.3,윤민준
2025-04-22,강남금융센터,수신,정기예금,9719000,35.0,9510076,102.2,3.15,류하준
2025-04-01,강남금융센터,투자,P2P연계,52390000,32.0,74857573,70.0,8.16,정현우
2025-05-22,서울지점,카드,체크카드,32538000,38.0,44125586,73.7,1.68,한도윤
2025-09-23,본점영업부,투자,P2P연계,19089000,36.0,26438320,72.2,7.2,
2025-01-22,광주지점,여신,주택담보대출,17267000,46.0,14365115,120.2,1.35,조시우
2025-07-23,본점영업부,수신,외화예금,4681000,37.0,6151227,76.1,1.63,정수아
2025-04-28,대전지점,수신,정기예금,32392000,35.0,23002069,140.8,3.12,홍준서
2025-09-07,대구지점,수신,적금,21356000,40.0,14995742,142.4,1.57,임지우
2025-08-31,제주지점,투자,P2P연계,11768000,31.0,9267154,127.0,-3.36,박건우
2025-05-23,제주지점,투자,P2P연계,7656000,34.0,8177052,93.6,7.92,류수아
2025-11-05,대전지점,보험,방카슈랑스,23024000,46.0,21212628,108.5,-3.4,임하준
2025-01-07,대전지점,여신,주택담보대출,24158000,35.0,31437343,76.8,2.21,조서윤
2025-04-29,세종지점,보험,방카슈랑스,3724000,32.0,2856572,130.4,4.02,신민준
2025-12-13,대전지점,여신,소액신용대출,45762000,,68283039,67.0,1.92,홍건우
2025-12-12,강원지점,투자,P2P연계,11993000,42.0,10304350,116.4,-0.78,송서윤
2025-02-06,경북지점,카드,체크카드,18497000,31.0,19106355,96.8,2.65,박시우
2025-01-20,강원지점,카드,신용카드,-1,38.0,14756212,110.8,1.98,윤시우
2025-09-20,대전지점,여신,주택담보대출,15569000,39.0,21997381,70.8,2.95,최도윤
2025-10-15,제주지점,여신,주택담보대출,160330000,40.0,174711534,91.8,1.94,박지민
2025-05-16,본점영업부,여신,주택담보대출,4070000,42.0,5627748,72.3,1.01,권예준
2025-11-02,부산지점,여신,전세자금대출,52581000,29.0,41493886,126.7,2.53,장도윤
2025-01-15,강원지점,수신,외화예금,24033000,41.0,16931739,141.9,2.32,황도윤
2025-11-29,충북지점,수신,적금,77495000,33.0,65733249,117.9,2.2,이민준
2025-10-08,충북지점,투자,펀드,35421000,32.0,51355486,69.0,-5.7,최서연
2025-07-18,부산지점,카드,체크카드,30007000,25.0,31293573,95.9,1.96,황서윤
2025-07-11,경북지점,여신,소액신용대출,7549000,40.0,10180358,74.2,1.1,서시우
2025-11-22,경기지점,카드,체크카드,9995000,30.0,12771622,78.3,2.78,신지민
2025-11-28,경북지점,수신,외화예금,11079000,32.0,15458838,71.7,3.07,강다은
2025-03-15,여의도PB센터,카드,체크카드,41782000,32.0,49157942,85.0,3.33,
2025-10-08,강원지점,수신,정기예금,5214000,23.0,4733710,110.1,2.52,윤시우
2025-06-14,여의도PB센터,투자,펀드,23933000,38.0,29082639,82.3,-0.01,윤서윤
2025-03-31,울산지점,여신,소액신용대출,25470000,37.0,31485913,80.9,1.48,오민서
2025-07-03,서울지점,여신,전세자금대출,47232000,31.0,55678444,84.8,2.15,이민서
2025-04-05,울산지점,카드,신용카드,38697000,,53083833,72.9,1.7,이서윤
2025-12-14,전남지점,카드,체크카드,50238000,32.0,64450436,77.9,1.55,정시우
2025-06-10,광주지점,수신,적금,4286000,24.0,4648817,92.2,1.68,강수아
2025-11-15,강남금융센터,여신,전세자금대출,25331000,44.0,28228727,89.7,3.17,황서윤
2025-12-30,인천지점,여신,소액신용대출,20609000,36.0,16009005,128.7,1.13,장태양
2025-03-23,대구지점,수신,적금,21202000,39.0,20093724,105.5,2.65,강채원
2025-12-31,강남금융센터,수신,외화예금,22421000,44.0,27255259,82.3,1.55,류지우
2025-02-11,인천지점,투자,P2P연계,10527000,38.0,12224766,86.1,5.16,황태양
2025-02-27,서울지점,투자,P2P연계,25827000,41.0,25319416,102.0,-0.49,강가은
2025-01-22,경기지점,투자,P2P연계,21769000,39.0,31236523,69.7,-0.43,이태양
2025-11-04,울산지점,여신,소액신용대출,27941000,38.0,40443105,69.1,1.89,장유진
2025-02-10,제주지점,수신,외화예금,27272000,31.0,30373639,89.8,0.93,안하준
2025-01-12,경남지점,여신,소액신용대출,16059000,31.0,14706270,109.2,1.52,전지민
2025-11-09,전북지점,수신,외화예금,2415000,33.0,3614247,66.8,0.71,
2025-07-21,경남지점,여신,소액신용대출,8149000,44.0,7410464,110.0,1.14,송서윤
2025-11-28,인천지점,카드,체크카드,39544000,50.0,40253804,98.2,1.13,류유진
2025-08-22,경기지점,여신,전세자금대출,21670000,34.0,21246286,102.0,2.33,전시우
2025-05-01,울산지점,투자,P2P연계,8421000,28.0,5964986,141.2,0.49,홍지우
2025-06-27,강남금융센터,투자,P2P연계,1941000,35.0,2168918,89.5,-6.46,전유진
2025-12-23,서울지점,여신,주택담보대출,68925000,54.0,72380995,95.2,2.74,신시우
2025-10-17,경북지점,수신,외화예금,69413000,28.0,101708782,68.2,1.75,임서윤
2025-03-23,광주지점,여신,전세자금대출,28043000,33.0,21324684,131.5,1.68,황가은
2025-03-28,서울지점,투자,P2P연계,32820000,33.0,29651531,110.7,2.47,김태양
2025-02-10,대전지점,여신,주택담보대출,30943000,35.0,39085616,79.2,1.4,권예준
2025-07-09,울산지점,투자,P2P연계,26138000,43.0,37532076,69.6,0.75,홍시우
2025-08-22,대전지점,카드,신용카드,9243000,42.0,10357190,89.2,2.9,
2025-01-23,강원지점,투자,펀드,23292000,31.0,22258721,104.6,5.92,이지호
2025-04-05,울산지점,카드,체크카드,14144000,37.0,17894424,79.0,0.78,최건우
2025-06-10,서울지점,보험,방카슈랑스,60170000,37.0,47128346,127.7,1.22,오지민
2025-10-24,경북지점,여신,소액신용대출,11859000,39.0,14477963,81.9,2.69,정지호
2025-07-14,경기지점,여신,소액신용대출,7088000,34.0,8868914,79.9,2.13,황지민
2025-07-13,경북지점,여신,주택담보대출,6985000,35.0,6488113,107.7,3.25,한서윤
2025-04-06,인천지점,투자,펀드,34077000,36.0,36563156,93.2,-3.55,조서연
2025-09-14,제주지점,여신,소액신용대출,41954000,34.0,42431253,98.9,0.59,강채원
2025-12-07,광주지점,여신,주택담보대출,24671000,36.0,24452021,100.9,2.69,전현우
2025-04-13,대전지점,투자,P2P연계,37130000,40.0,31875776,116.5,3.25,한지민
2025-08-12,울산지점,여신,주택담보대출,75672000,45.0,107592709,70.3,3.09,류건우
2025-10-16,경기지점,투자,P2P연계,9018000,35.0,10010527,90.1,1.51,윤도윤
2025-10-26,부산지점,투자,P2P연계,135482000,38.0,105752763,128.1,0.61,류지호
2025-03-05,경남지점,수신,적금,31404000,33.0,25471679,123.3,0.62,오민준
2025-04-25,전남지점,수신,정기예금,3033000,34.0,3147979,96.3,3.23,장지호
2025-03-09,전북지점,투자,P2P연계,8369000,46.0,9046216,92.5,1.42,권지민
2025-11-30,세종지점,수신,정기예금,17928000,39.0,24592650,72.9,2.1,장민준
2025-11-09,서울지점,투자,펀드,66162000,29.0,87440873,75.7,8.85,류채원
2025-01-28,서울지점,카드,체크카드,40765000,35.0,45695363,89.2,2.28,홍지우
2025-03-11,충남지점,여신,주택담보대출,18670000,34.0,26477585,70.5,2.18,권예준
2025-07-14,부산지점,수신,외화예금,11716000,43.0,14902729,78.6,1.59,황지민
2025-08-15,대전지점,카드,신용카드,18618000,33.0,24545925,75.8,2.48,류유진
2025-09-25,전남지점,투자,펀드,16241000,32.0,19293631,84.2,8.0,홍건우
2025-08-15,울산지점,여신,주택담보대출,15093000,42.0,13073897,115.4,2.76,최서연
2025-10-02,여의도PB센터,여신,소액신용대출,116420000,44.0,140424893,82.9,2.7,전서연
2025-04-28,울산지점,여신,주택담보대출,117315000,37.0,152243894,77.1,4.23,홍지호
2025-01-21,강남금융센터,여신,소액신용대출,55810000,46.0,43167428,129.3,3.51,서유진
2025-12-11,대구지점,여신,주택담보대출,48913000,46.0,66932803,73.1,1.54,송건우
2025-07-18,전남지점,수신,외화예금,17854000,35.0,26482060,67.4,2.23,박지호
2025-09-29,충북지점,여신,소액신용대출,13476000,35.0,20115514,67.0,1.24,장하준
2025-12-23,전북지점,여신,주택담보대출,28107000,37.0,33211281,84.6,2.26,안서연
2025-07-29,경북지점,카드,체크카드,12903000,32.0,11633858,110.9,2.09,
2025-04-27,제주지점,카드,체크카드,116522000,29.0,147980022,78.7,1.24,윤예준
2025-01-16,충남지점,수신,정기예금,18029000,29.0,12644684,142.6,0.99,임서연
2025-04-16,대전지점,수신,외화예금,31570000,34.0,29218474,108.0,2.67,김건우
2025-11-14,충남지점,카드,신용카드,7759000,36.0,8044906,96.4,2.27,전시우
2025-08-23,대전지점,수신,정기예금,57563000,39.0,45808394,125.7,3.05,오민준
2025-08-16,강원지점,여신,소액신용대출,11486000,39.0,15650128,73.4,2.08,권현우
2025-07-31,경남지점,수신,외화예금,17608000,28.0,17445003,100.9,2.65,서지민
2025-09-23,본점영업부,투자,P2P연계,42568000,42.0,55120151,77.2,-2.53,한가은
2025-05-05,울산지점,여신,주택담보대출,119898000,,119914227,100.0,2.24,윤지우
2025-11-25,전북지점,투자,펀드,15096000,,10690935,141.2,-3.42,한민준
2025-10-11,울산지점,수신,적금,26470000,35.0,25712938,102.9,1.21,안지우
2025-05-16,충북지점,수신,적금,29558000,44.0,31459326,94.0,1.63,홍도윤
2025-05-17,세종지점,투자,P2P연계,63607000,36.0,86427584,73.6,-3.29,안가은
2025-07-17,강원지점,수신,정기예금,41552000,35.0,46098918,90.1,2.23,안지호
2025-08-11,제주지점,투자,펀드,20571000,28.0,28989811,71.0,1.39,장예준
2025-07-28,제주지점,보험,방카슈랑스,62500000,34.0,63718753,98.1,5.99,임시우
2025-04-26,전남지점,카드,체크카드,24534000,35.0,19947627,123.0,2.43,이가은
2025-04-05,본점영업부,수신,정기예금,22052000,41.0,16246514,135.7,1.45,정태양
2025-12-29,경북지점,여신,소액신용대출,42989000,40.0,53121565,80.9,2.05,김현우
2025-04-15,강원지점,여신,주택담보대출,19865000,45.0,16271235,122.1,2.24,신지우
2025-09-23,여의도PB센터,투자,P2P연계,28379000,35.0,40631726,69.8,11.16,홍시우
2025-08-29,서울지점,수신,정기예금,133860000,38.0,108936694,122.9,1.09,임도윤
2025-06-22,경북지점,카드,신용카드,61161000,30.0,66985545,91.3,2.58,안가은
2025-12-06,인천지점,카드,신용카드,44155000,39.0,62157011,71.0,1.04,신도윤
2025-08-28,울산지점,수신,적금,17749000,28.0,18609775,95.4,2.74,박지호
2025-04-13,제주지점,여신,주택담보대출,4246000,32.0,4055290,104.7,1.19,조채원
2025-01-26,전북지점,여신,소액신용대출,31196000,30.0,29609744,105.4,1.47,홍유진
2025-11-16,여의도PB센터,투자,펀드,39588000,53.0,58122261,68.1,4.92,윤서연
2025-03-30,인천지점,카드,체크카드,42514000,36.0,37360963,113.8,1.28,송현우
2025-08-27,경기지점,보험,방카슈랑스,73773000,46.0,98427319,75.0,-2.29,임건우
2025-10-22,경기지점,투자,펀드,21165000,44.0,26841950,78.9,8.04,류태양
2025-10-26,제주지점,투자,P2P연계,46846000,31.0,58452653,80.1,10.46,임시우
2025-12-02,대구지점,카드,신용카드,21501000,42.0,24424521,88.0,1.23,한지민
2025-02-12,대구지점,카드,체크카드,10671000,39.0,10769160,99.1,1.55,임수아
2025-09-24,여의도PB센터,보험,방카슈랑스,21575000,37.0,16915574,127.5,8.39,최하준
2025-12-28,울산지점,수신,정기예금,63365000,26.0,54416375,116.4,2.36,조태양
2025-07-09,여의도PB센터,투자,펀드,14242000,32.0,21334664,66.8,10.9,권건우
2025-11-20,충북지점,여신,전세자금대출,62658000,35.0,46701595,134.2,2.11,서지호
2025-08-31,여의도PB센터,여신,주택담보대출,15994000,29.0,21737152,73.6,0.75,임유진
2025-08-16,서울지점,여신,주택담보대출,35244000,36.0,39649039,88.9,2.41,한서연
2025-12-26,강원지점,보험,방카슈랑스,22616000,40.0,22966772,98.5,1.75,임태양
2025-04-20,인천지점,여신,소액신용대출,30880000,36.0,27599693,111.9,1.55,윤예준
2025-03-06,강원지점,수신,적금,23809000,35.0,27967309,85.1,1.7,한다은
2025-04-22,강남금융센터,카드,신용카드,20861000,37.0,16618426,125.5,1.89,권도윤
2025-10-22,충남지점,카드,신용카드,54376000,34.0,45936300,118.4,2.48,한유진
2025-03-23,강남금융센터,여신,소액신용대출,20206000,32.0,28462122,71.0,1.61,박예준
2025-06-18,경기지점,수신,정기예금,91808000,36.0,121801851,75.4,2.13,안현우
2025-05-01,강원지점,여신,주택담보대출,20039000,37.0,24060165,83.3,0.64,오예준
2025-05-15,충북지점,투자,펀드,24859000,32.0,17674481,140.6,10.76,조가은
2025-11-16,전북지점,수신,외화예금,11837000,25.0,14765691,80.2,3.17,박현우
2025-02-12,광주지점,여신,전세자금대출,15602000,30.0,17220078,90.6,3.18,권예준
2025-11-14,경북지점,수신,적금,4877000,32.0,6231126,78.3,2.23,이준서
2025-01-25,대구지점,여신,소액신용대출,5360000,40.0,6722546,79.7,1.84,황지민
2025-10-07,제주지점,카드,신용카드,16140000,25.0,13375936,120.7,2.27,신수아
2025-09-11,광주지점,여신,주택담보대출,63012000,40.0,44962640,140.1,2.33,오예준
2025-02-20,경남지점,투자,P2P연계,143852000,33.0,164269757,87.6,10.97,강수아
2025-05-15,경남지점,투자,P2P연계,99789000,37.0,96918077,103.0,-7.27,장유진
2025-10-10,인천지점,여신,소액신용대출,154840000,28.0,123964518,124.9,1.05,박서윤
2025-11-29,울산지점,카드,신용카드,22088000,35.0,30143301,73.3,3.28,정지우
2025-04-06,세종지점,투자,P2P연계,23840000,32.0,30886706,77.2,4.92,홍민준
2025-10-17,전북지점,여신,주택담보대출,174587000,38.0,151195868,115.5,2.23,최서윤
2025-04-03,강남금융센터,여신,전세자금대출,61482000,35.0,73059629,84.2,2.88,정수아
2025-05-23,제주지점,보험,방카슈랑스,14939000,33.0,21357007,69.9,3.46,박시우
2025-10-04,인천지점,카드,체크카드,7320000,40.0,5253278,139.3,3.0,오태양
2025-07-04,본점영업부,투자,펀드,39498000,39.0,53417643,73.9,7.67,김민서
2025-08-18,경북지점,투자,P2P연계,11609000,38.0,16785445,69.2,2.88,류하준
2025-10-07,광주지점,여신,전세자금대출,3208000,38.0,4078203,78.7,2.74,강준서
2025-11-14,전남지점,수신,적금,59782000,36.0,50911459,117.4,2.2,조지호
2025-11-24,본점영업부,여신,전세자금대출,20622000,30.0,17054037,120.9,1.87,윤지우
2025-12-31,부산지점,카드,체크카드,13735000,35.0,18464744,74.4,0.6,조지우
2025-04-04,인천지점,수신,외화예금,25618000,,33647111,76.1,1.96,조서윤
2025-02-17,여의도PB센터,카드,신용카드,18770000,31.0,23879378,78.6,0.37,윤수아
2025-08-11,전북지점,여신,전세자금대출,126823000,36.0,92422237,137.2,3.37,전지호
2025-06-29,충북지점,카드,신용카드,35575000,29.0,37044658,96.0,1.17,임시우
2025-01-25,경기지점,수신,정기예금,8922000,42.0,6843469,130.4,3.41,조다은
2025-02-07,부산지점,보험,방카슈랑스,60995000,38.0,59491706,102.5,4.47,오준서
2025-01-11,경기지점,여신,전세자금대출,13863000,43.0,16906260,82.0,2.65,정태양
2025-09-20,경북지점,여신,주택담보대출,5760000,37.0,7803128,73.8,2.49,홍지우
2025-07-17,광주지점,투자,P2P연계,5624000,40.0,8097176,69.5,5.05,서채원
2025-04-21,충남지점,여신,소액신용대출,150834000,25.0,141928742,106.3,2.05,
2025-08-21,충남지점,여신,전세자금대출,1701000,35.0,1682104,101.1,3.36,송수아
2025-08-06,제주지점,여신,소액신용대출,12653000,41.0,12405118,102.0,2.32,전다은
2025-02-18,전남지점,여신,주택담보대출,40649000,37.0,37455893,108.5,2.21,이하준
2025-10-30,인천지점,투자,펀드,32566000,30.0,44651756,72.9,2.43,류채원
2025-07-16,강원지점,여신,주택담보대출,49015000,43.0,58144519,84.3,3.38,
2025-07-06,여의도PB센터,카드,신용카드,1928000,46.0,1398456,137.9,2.89,한하준
2025-08-04,부산지점,여신,주택담보대출,55758000,31.0,66792212,83.5,1.3,조지호
2025-01-26,울산지점,투자,펀드,39301000,30.0,36158484,108.7,0.52,홍서연
2025-03-30,부산지점,투자,P2P연계,63386000,41.0,51314632,123.5,2.94,이유진
2025-11-13,경북지점,수신,정기예금,26017000,30.0,30857487,84.3,0.9,강예준
2025-08-30,대구지점,여신,소액신용대출,11508000,36.0,10970676,104.9,1.85,장지호
2025-06-14,제주지점,수신,적금,35873000,44.0,28704401,125.0,2.29,신준서
2025-01-11,충북지점,여신,전세자금대출,16416000,32.0,21006836,78.1,0.73,권서연
2025-09-09,여의도PB센터,카드,신용카드,2732000,39.0,3569970,76.5,2.4,임가은
2025-06-27,부산지점,여신,소액신용대출,-1,28.0,26265186,85.9,1.94,전지우
2025-01-29,대전지점,수신,외화예금,17624000,25.0,25330958,69.6,2.1,황유진
2025-04-19,충북지점,카드,체크카드,101272000,39.0,96411382,105.0,1.68,송민서
2025-07-01,세종지점,투자,P2P연계,41170000,38.0,58326105,70.6,3.72,전민준
2025-10-15,울산지점,여신,주택담보대출,93122000,38.0,92339347,100.8,2.14,신유진
2025-11-05,대전지점,여신,주택담보대출,13023000,32.0,11042766,117.9,1.91,조민준
2025-12-06,대구지점,여신,소액신용대출,15856000,35.0,21822414,72.7,0.98,한민서
2025-07-27,울산지점,보험,방카슈랑스,165419000,34.0,119771155,138.1,0.4,홍민준
