대출ID,신청일,대출금액,금리(%),기간(개월),신용등급,지역,연령대,대출목적,연체여부,연체일수,상환상태
LN205444,2024-12-28,7510000,19.75,6,7등급,강원,20대,교육비,N,0,상환중
LN205529,2024-09-15,1110000,12.71,36,4등급,대구,20대,의료비,N,0,완제
LN200909,2025-05-22,810000,8.17,24,3등급,충남,40대,교육비,N,0,상환중
LN201626,2024-07-08,1210000,5.97,24,2등급,전남,40대,주거자금,N,0,정상상환
LN205260,2024-07-24,3120000,12.74,6,4등급,제주,60대 이상,기타,Y,60,연체
LN201416,2024-01-28,3600000,11.9,36,3등급,대구,20대,기타,N,0,상환중
LN200545,2025-03-22,1680000,9.0,48,3등급,인천,50대,기타,N,0,완제
LN202211,2025-01-04,1850000,15.66,12,5등급,부산,30대,채무상환,Y,12,연체
LN201113,2024-08-31,850000,7.02,6,2등급,울산,60대 이상,주거자금,N,0,완제
LN202094,2025-04-02,4180000,9.21,60,3등급,충북,20대,교육비,N,0,완제
LN205799,2025-06-07,3120000,12.62,12,4등급,부산,40대,기타,N,0,상환중
LN203903,2024-11-08,1590000,6.46,48,1등급,대전,60대 이상,의료비,N,0,정상
LN203680,2024-03-09,1030000,4.22,12,1등급,대전,40대,기타,N,0,정상상환
LN200601,2024-04-02,4430000,6.66,6,1등급,제주,50대,생활자금,N,0,상환중
LN204805,2025-03-31,4750000,6.02,24,2등급,서울,30대,교육비,N,0,정상
LN202267,2024-11-26,500000,12.28,12,4등급,제주,30대,채무상환,N,0,정상
LN203508,2024-09-23,1370000,6.4,24,1등급,대전,30대,생활자금,N,0,완제
LN204633,2024-01-27,3140000,9.01,60,4등급,충남,30대,사업자금,N,0,정상
LN200900,2025-04-26,2190000,18.3,6,5등급,인천,30대,사업자금,N,0,정상
LN203444,2024-06-18,6630000,14.86,48,5등급,인천,60대 이상,의료비,N,0,정상상환
LN205374,2025-03-31,3780000,12.18,24,,,30대,,N,0,정상상환
LN202438,2024-11-21,4600000,17.0,60,,,40대,,N,0,완제
LN200539,2024-08-12,3800000,9.72,24,3등급,광주,30대,사업자금,N,0,완제
LN202753,2024-08-11,3410000,11.82,24,4등급,경북,40대,사업자금,Y,23,연체
LN205752,2024-08-19,1900000,6.11,60,1등급,광주,20대,의료비,N,0,상환중
LN202115,2024-03-06,6230000,8.08,24,2등급,부산,40대,,N,0,상환중
LN202027,2024-12-03,2050000,11.7,24,4등급,광주,20대,기타,N,0,완제
LN200928,2024-07-06,1220000,15.62,12,5등급,서울,50대,교육비,N,0,완제
LN204337,2024-03-01,3010000,11.31,60,4등급,전북,50대,의료비,Y,25,연체
LN202859,2025-03-22,3430000,,48,,,20대,,N,0,정상상환
LN202917,2024-10-05,1970000,17.49,24,6등급,경북,40대,의료비,N,0,정상상환
LN200500,2025-05-08,2330000,,48,,,20대,,Y,8,연체
LN203297,2024-07-03,1550000,12.62,48,4등급,충남,30대,기타,N,0,완제
LN201812,2024-10-31,1870000,9.97,24,4등급,제주,30대,기타,N,0,완제
LN201026,2025-03-13,2480000,19.12,48,6등급,광주,50대,주거자금,Y,1,연체
LN201282,2025-03-19,2470000,19.52,48,6등급,부산,40대,기타,N,0,완제
LN202546,2024-10-16,1940000,11.15,60,3등급,경북,40대,교육비,N,0,완제
LN203789,2025-01-07,2470000,10.54,24,3등급,충남,30대,생활자금,N,0,정상
LN201722,2025-06-18,1010000,6.93,36,2등급,경남,30대,의료비,N,0,상환중
LN203722,2024-09-10,27440000,11.6,12,4등급,부산,20대,의료비,Y,27,연체
LN200546,2025-01-18,3120000,7.65,36,2등급,경북,20대,사업자금,N,0,정상
LN203706,2024-02-29,2820000,9.38,12,3등급,전남,30대,기타,N,0,상환중
LN204608,2024-10-29,3350000,7.31,24,2,충북,20대,채무상환,N,0,완제
LN204475,2024-08-20,1670000,12.82,24,4등급,서울,40대,생활자금,Y,31,연체
LN205741,2024-12-31,1030000,19.85,24,6등급,전남,30대,사업자금,Y,33,연체
LN203085,2024-06-21,1760000,12.59,60,4등급,충북,40대,의료비,Y,12,연체
LN200199,2024-07-10,580000,14.85,48,5등급,대구,20대,교육비,N,0,정상
LN201272,2024-05-05,3980000,18.52,60,6등급,광주,50대,의료비,N,0,상환중
LN204889,2024-04-23,1750000,13.54,12,5등급,대구,30대,의료비,N,0,상환중
LN205535,2025-02-09,2130000,11.44,12,4등급,울산,40대,의료비,N,0,완제
LN204839,2024-12-11,3610000,7.64,24,3등급,인천,40대,기타,N,0,완제
LN202160,2024-02-11,3000000,9.34,12,3등급,충북,40대,교육비,N,0,상환중
LN201480,2025-05-08,3640000,9.08,36,3등급,전북,60대 이상,주거자금,N,0,정상
LN203140,2024-06-29,7570000,19.59,6,7등급,경기,60대 이상,주거자금,N,0,완제
LN202482,2024-04-25,1090000,9.57,12,3등급,부산,20대,사업자금,N,0,완제
LN202750,2025-05-03,520000,19.34,6,7등급,인천,50대,주거자금,Y,90,연체
LN203695,2025-02-28,3880000,7.03,36,1등급,울산,30대,기타,N,0,상환중
LN204130,2025-04-20,850000,9.51,12,3등급,경기,50대,기타,N,0,완제
LN204798,2025-02-05,1960000,9.11,36,3등급,인천,30대,주거자금,N,0,정상상환
LN205657,2024-12-01,3820000,10.11,12,4등급,울산,30대,주거자금,N,0,상환중
LN202439,2024-11-30,1390000,11.73,36,4등급,광주,50대,,N,0,상환중
LN203737,2024-02-14,2760000,14.93,12,4등급,세종,50대,사업자금,Y,2,연체
LN202892,2024-07-15,2910000,9.49,36,3등급,대구,40대,교육비,N,0,정상상환
LN205240,2024-08-22,2720000,6.21,12,1등급,부산,30대,채무상환,N,0,정상
LN205576,2024-07-11,6030000,11.54,6,4등급,경북,20대,사업자금,N,0,상환중
LN200025,2025-05-31,500000,3.56,6,1등급,충남,60대 이상,기타,N,0,완제
LN203397,2024-03-31,3190000,6.62,36,2등급,전북,40대,기타,N,0,상환중
LN204295,2024-04-20,2380000,5.61,24,1등급,경기도,60대 이상,생활자금,N,0,정상
LN202136,2024-03-14,5120000,19.43,24,6등급,세종,50대,채무상환,N,0,정상
LN203860,2024-05-11,3300000,11.94,24,4등급,울산,40대,채무상환,N,0,정상
LN201531,2024-12-04,1250000,16.91,6,6등급,세종,20대,교육비,N,0,상환중
LN201747,2024-10-01,6520000,12.07,60,4등급,광주,30대,교육비,N,0,상환중
LN202240,2025-03-20,6910000,17.28,24,6등급,대구,40대,생활자금,N,0,상환중
LN202014,2024-06-24,1320000,17.21,60,6등급,대구,30대,사업자금,N,0,완제
LN202034,2024-05-05,6860000,,48,,,30대,,N,0,완제
LN201410,2024-11-26,2390000,11.51,6,4등급,인천,40대,기타,N,0,완제
LN203796,2024-03-08,3650000,15.4,24,5등급,부산,40대,생활자금,Y,1,연체
LN203276,2025-04-28,1310000,9.74,60,3등급,강원,20대,기타,Y,95,채무불이행
LN203651,2024-06-21,1730000,10.18,12,4등급,인천,20대,의료비,Y,57,연체
LN200735,2024-07-26,2450000,4.41,48,1등급,경북,30대,주거자금,N,0,완제
LN202941,2024-04-13,1750000,10.84,6,4등급,대구,40대,채무상환,N,0,상환중
LN203592,2024-09-11,5300000,7.61,60,2등급,제주,20대,생활자금,N,0,상환중
LN202412,2024-09-08,1800000,19.11,60,7등급,전북,50대,채무상환,N,0,상환중
LN201522,2024-04-08,610000,8.25,48,3등급,경북,40대,기타,N,0,정상
LN205284,2024-06-03,790000,6.34,48,1등급,세종,60대 이상,교육비,N,0,완제
LN205251,2024-05-07,2830000,10.15,60,4등급,인천,20대,교육비,Y,37,연체
LN204736,2024-01-15,830000,13.84,6,4등급,강원,30대,교육비,N,0,완제
LN201488,2024-08-13,30000000,10.48,12,3등급,대구,20대,주거자금,N,0,완제
LN204653,2025-05-21,5830000,15.25,48,5등급,부산,60대 이상,채무상환,N,0,정상
LN201742,2025-02-04,4460000,6.73,12,2등급,전남,30대,생활자금,N,0,정상
LN205738,2025-04-11,6680000,15.28,6,5등급,대전,30대,주거자금,Y,83,연체
LN204599,2024-09-21,1900000,12.94,24,4등급,인천,30대,채무상환,N,0,정상상환
LN201299,2024-11-06,3040000,14.21,24,5등급,부산,40대,사업자금,N,0,정상상환
LN203928,2024-07-09,2470000,15.82,12,5등급,전북,20대,채무상환,N,0,완제
LN203480,2025-06-20,2760000,10.26,36,3등급,울산,40대,교육비,N,0,상환중
LN202816,2024-01-23,3680000,5.7,24,1등급,광주,20대,의료비,N,0,완제
LN201929,2024-08-11,2640000,18.13,12,7등급,충북,40대,주거자금,N,0,정상
LN200956,2025-01-04,1700000,14.34,24,5등급,인천,20대,교육비,N,0,정상상환
LN200594,2024-07-07,5580000,8.86,12,3등급,전남,40대,생활자금,N,0,정상
LN203290,2025-05-15,1620000,6.56,24,2등급,충북,30대,의료비,N,0,정상
LN200782,2024-03-15,8670000,12.54,36,4등급,대구,20대,교육비,N,0,완제
LN203365,2025-03-04,1150000,5.49,24,2등급,경기,50대,채무상환,N,0,정상상환
LN202922,2024-03-28,2600000,9.55,60,3등급,광주,30대,교육비,Y,40,연체
LN204359,2024-09-23,3210000,5.73,24,1등급,제주,50대,의료비,N,0,상환중
LN202130,2024-03-23,1270000,16.04,60,5등급,서울,40대,주거자금,N,0,정상
LN202191,2025-01-30,4790000,13.57,6,4등급,전북,30대,채무상환,N,0,완제
LN202833,2025-03-14,1470000,11.66,12,4등급,충남,50대,채무상환,N,0,상환중
LN202309,2024-06-30,1240000,9.62,48,3등급,부산,20대,생활자금,N,0,완제
LN201538,2024-01-13,3570000,9.73,24,3등급,광주,40대,기타,N,0,완제
LN202767,2024-04-17,3020000,18.7,60,6등급,광주,50대,기타,N,0,완제
LN203552,2025-02-28,4110000,15.39,48,5등급,경남,50대,생활자금,N,0,정상
LN204756,2024-02-09,800000,8.92,24,3등급,전남,30대,의료비,N,0,완제
LN201163,2024-04-22,3370000,9.75,24,3등급,부산,30대,교육비,N,0,상환중
LN202233,2024-06-27,5270000,6.74,48,1등급,대전,40대,생활자금,N,0,완제
LN200196,2024-12-02,1270000,6.78,36,2등급,대구,40대,채무상환,N,0,정상상환
LN204949,2024-01-07,11220000,17.4,36,5등급,광주,30대,채무상환,아니오,0,완제
LN203895,2025-01-02,1600000,19.87,36,6등급,경기,30대,채무상환,N,0,상환중
LN203950,2024-01-17,1490000,12.89,12,4등급,세종,20대,주거자금,N,0,정상상환
LN202457,2024-04-16,2910000,12.36,6,4등급,강원,50대,의료비,Y,65,연체
LN202942,2024-08-19,2530000,15.92,60,5등급,부산,30대,주거자금,N,0,정상상환
LN202887,2024-05-30,1780000,8.65,24,3등급,경기,20대,의료비,N,0,정상상환
LN203392,2024-07-09,2350000,9.17,48,3등급,전남,40대,생활자금,N,0,완제
LN203324,2025-05-14,5140000,16.64,12,6등급,부산,50대,교육비,N,0,정상
LN205040,2024-11-15,2060000,6.23,48,2등급,광주,20대,채무상환,N,0,완제
LN200911,2025-01-25,4880000,16.54,12,5등급,세종,40대,생활자금,N,0,정상상환
LN200088,2024-03-25,1220000,19.64,12,6등급,경남,60대 이상,기타,Y,17,연체
LN204553,2024-12-20,720000,19.94,12,6등급,경남,20대,주거자금,N,0,상환중
LN203756,2024-07-29,1290000,17.5,48,6등급,경북,20대,생활자금,N,0,정상상환
LN202844,2024-04-27,2080000,7.58,24,2등급,제주,60대 이상,주거자금,N,0,상환중
LN200854,2025-03-15,1330000,11.58,36,4등급,울산,30대,생활자금,N,0,정상상환
LN201855,2024-04-08,2070000,9.53,48,3등급,부산,50대,주거자금,N,0,상환중
LN202977,2024-06-12,2770000,6.83,24,1등급,대전,30대,채무상환,N,0,완제
LN205120,2024-08-29,950000,7.66,12,2등급,제주,30대,채무상환,N,0,정상상환
LN203398,2024-07-07,3370000,15.36,60,5등급,경남,60대 이상,의료비,Y,29,연체
LN203189,2024-07-10,3100000,9.18,12,3등급,제주,50대,기타,Y,78,연체
LN201395,2024-11-04,1550000,15.12,24,5등급,강원,30대,주거자금,N,0,정상상환
LN200095,2024-12-20,1620000,16.43,48,5등급,서울,20대,의료비,아니오,0,정상
LN204396,2024-07-12,5510000,7.25,60,1등급,전북,20대,주거자금,N,0,상환중
LN202367,2024-04-22,3390000,10.26,36,4등급,경북,40대,교육비,N,0,상환중
LN201633,2025-01-26,1330000,16.45,60,5등급,인천,50대,생활자금,N,0,완제
LN202642,2025-06-08,500000,99.9,24,3등급,충남,50대,기타,N,0,정상
LN202871,2025-03-02,2430000,13.14,48,4등급,부산,30대,생활자금,Y,16,연체
LN201241,2025-06-13,550000,19.47,12,6등급,전남,20대,사업자금,N,0,상환중
LN204858,2024-02-02,950000,18.2,12,6등급,,20대,,N,0,정상
LN204992,2025-01-08,2030000,11.67,12,4등급,전남,30대,사업자금,N,0,상환중
LN204042,2024-12-13,1440000,17.76,24,6등급,경남,20대,생활자금,N,0,상환중
LN201155,2025-04-17,3780000,15.78,24,5등급,,20대,,N,0,완제
LN202910,2025-06-13,4310000,8.25,24,2등급,제주,20대,기타,N,0,상환중
LN200036,2024-08-04,2270000,17.8,6,6등급,제주,40대,채무상환,N,0,상환중
LN202807,2024-06-04,3240000,9.95,24,3등급,전남,30대,사업자금,N,0,상환중
LN200374,2024-06-07,1090000,7.42,12,3등급,울산,50대,채무상환,Y,25,연체
LN201695,2024-07-10,1490000,7.69,12,1등급,대구,20대,채무상환,N,0,완제
LN203951,2024-06-24,630000,17.1,12,6등급,부산,40대,교육비,N,0,정상상환
LN203246,2025-02-08,5860000,19.93,60,7등급,충북,60대 이상,생활자금,Y,4,연체
LN204867,2024-11-17,2130000,9.91,60,3등급,경남,30대,기타,N,0,정상
LN203057,2025-03-06,820000,11.55,12,4등급,서울특별시,20대,교육비,N,0,상환중
LN200358,2024-06-21,10400000,6.21,12,1등급,강원,50대,주거자금,N,0,상환중
LN204722,2025-01-05,2550000,7.53,12,2등급,서울,30대,사업자금,N,0,정상상환
LN200303,2024-09-24,8200000,6.22,24,2등급,경기,30대,주거자금,N,0,상환중
LN201261,2025-03-21,4270000,10.71,48,3등급,대전,20대,의료비,N,0,상환중
LN204911,2025-02-25,6610000,7.79,48,2등급,경남,20대,사업자금,N,-1,정상
LN202981,2024-11-09,2700000,18.35,6,7등급,세종,40대,채무상환,Y,81,연체
LN202355,2025-02-07,1730000,22.2,24,7등급,강원,20대,생활자금,N,0,완제
LN202847,2024-01-03,4780000,11.47,6,3등급,서울,20대,생활자금,N,0,완제
LN205861,2024-05-16,1650000,9.84,12,3등급,경기,20대,사업자금,N,0,정상
LN203691,2024-01-16,3010000,11.04,12,4등급,경남,50대,채무상환,N,0,상환중
LN202713,2024-08-16,4770000,12.33,12,4등급,경남,60대 이상,사업자금,N,0,정상
LN204221,2024-04-14,1530000,12.42,24,4등급,서울,40대,생활자금,N,0,정상
LN205772,2025-05-28,2980000,10.83,48,3등급,경북,30대,채무상환,N,0,정상
LN205923,2024-03-08,2760000,5.81,12,2등급,제주,40대,채무상환,N,0,정상상환
LN200137,2024-09-07,3470000,18.47,24,6등급,충북,40대,생활자금,Y,9,연체
LN203035,2025-01-22,900000,17.91,24,6등급,제주,20대,기타,N,0,완제
LN204569,2024-07-30,1950000,6.45,48,1등급,충남,40대,생활자금,N,0,정상상환
LN204258,2024-05-29,3040000,12.29,6,4등급,대전,60대 이상,생활자금,N,0,정상상환
LN200745,2025-04-24,920000,14.98,12,5등급,대전,40대,교육비,N,0,상환중
LN200860,2025-06-07,900000,,12,,,40대,,N,0,정상상환
LN200435,2025-06-19,1610000,7.5,60,2등급,전북,50대,주거자금,N,0,상환중
LN200237,2024-02-28,3580000,16.86,6,5등급,전남,20대,기타,N,0,상환중
LN200517,2024-12-24,7580000,,24,,,60대 이상,,N,0,정상
LN201845,2024-04-11,5080000,8.51,6,3등급,전남,50대,주거자금,N,0,상환중
LN200504,2025-01-13,3160000,19.59,12,7등급,대구,20대,교육비,Y,21,연체
LN202511,2024-05-10,1460000,11.94,12,4등급,경기,50대,채무상환,Y,44,연체
LN203114,2024-11-02,1970000,8.95,12,3등급,부산,30대,사업자금,N,0,완제
LN201620,2024-03-01,1410000,19.35,6,6등급,경남,50대,채무상환,Y,25,연체
LN204232,2024-07-24,4410000,10.81,24,3등급,광주,30대,교육비,N,0,상환중
LN204155,2024-12-18,1470000,13.45,6,4등급,전남,40대,의료비,N,0,정상상환
LN203668,2024-05-19,3340000,11.53,36,4등급,강원,50대,주거자금,N,0,상환중
LN204101,2024-04-27,1160000,16.27,12,5등급,대구,20대,사업자금,Y,4,연체
LN201418,2024-11-17,1380000,19.8,48,7등급,전북,60대 이상,의료비,Y,11,연체
LN204190,2025-05-24,4640000,8.66,12,3등급,전북,40대,기타,N,0,완제
LN201532,2024-04-02,2290000,19.28,36,,,20대,,N,0,정상상환
LN205918,2024-02-16,2710000,6.06,12,2등급,대구,30대,기타,N,0,정상
LN204587,2025-04-26,630000,10.58,24,3등급,경북,30대,사업자금,N,0,상환중
LN200965,2025-02-25,800000,7.74,24,2등급,대전,50대,교육비,N,0,완제
LN204340,2024-04-17,6200000,9.04,24,3등급,충북,40대,교육비,N,0,정상
LN202701,2024-08-31,620000,15.04,36,5등급,광주,30대,사업자금,N,0,정상상환
LN202976,2024-01-11,1490000,6.56,48,2등급,대구,20대,사업자금,N,0,정상
LN201887,2024-10-20,1560000,15.31,24,,,20대,,N,0,완제
LN201898,2024-06-08,4900000,10.29,36,3등급,광주,20대,사업자금,N,0,상환중
LN201178,2025-06-13,2220000,7.97,48,2등급,경남,30대,교육비,N,0,완제
LN205706,2024-11-21,2110000,9.66,60,3등급,busan,30대,교육비,N,0,완제
LN202282,2025-04-29,2820000,7.09,36,2등급,전북,50대,주거자금,N,0,상환중
LN201340,2024-02-15,4800000,13.45,12,4등급,강원,40대,사업자금,N,0,상환중
LN204673,2024-11-20,5480000,7.28,12,3,충북,20대,채무상환,N,0,상환중
LN202474,2024-02-26,2880000,6.53,6,1등급,경남,40대,주거자금,N,0,상환중
LN202843,2024-02-27,1780000,6.39,12,1등급,경남,20대,교육비,N,0,상환중
LN205477,2024-09-22,2050000,10.85,12,4등급,광주,40대,기타,N,0,정상상환
LN204380,2025-01-06,6220000,9.18,24,3등급,대구,40대,교육비,N,0,완제
LN202213,2024-03-08,3240000,18.93,6,6등급,광주,30대,채무상환,N,0,상환중
LN203972,2024-12-07,4570000,6.89,6,2등급,대구,50대,기타,N,0,상환중
LN203663,2024-03-06,1340000,17.68,12,6등급,강원,30대,생활자금,Y,149,연체
LN203034,2025-05-17,1430000,7.18,6,2등급,충북,60대 이상,생활자금,N,0,완제
LN203169,2025-03-28,610000,7.7,12,2등급,경기,50대,주거자금,N,0,상환중
LN205818,2025-02-27,4710000,7.02,12,2등급,부산,50대,사업자금,N,0,상환중
LN202509,2024-03-08,3300000,10.47,60,3등급,경북,30대,주거자금,N,0,상환중
LN202636,2024-01-08,3170000,17.98,48,6등급,경북,60대 이상,기타,N,0,정상
LN205422,2025-04-24,1140000,8.43,60,2등급,울산,30대,채무상환,N,0,상환중
LN204180,2024-08-16,4760000,6.2,12,1등급,제주,50대,채무상환,N,0,상환중
LN203452,2024-04-29,580000,18.22,48,7등급,서울,40대,기타,N,0,상환중
LN203239,2024-01-04,1320000,7.12,6,2등급,대전,50대,생활자금,N,0,완제
LN202937,2024-07-03,2260000,4.86,24,1등급,경북,30대,생활자금,N,0,완제
LN202620,2025-05-17,1660000,,48,,,20대,,N,0,정상상환
LN200402,2024-05-24,5710000,9.18,60,2등급,경북,30대,교육비,N,0,상환중
LN204953,2024-01-03,1440000,,6,,,50대,,N,0,상환중
LN204029,2025-03-17,2450000,17.27,60,6등급,대전,20대,사업자금,N,0,상환중
LN205014,2025-03-25,4070000,18.77,12,7등급,부산,40대,주거자금,N,0,상환중
LN202237,2025-06-24,1870000,11.01,12,4등급,경남,20대,생활자금,N,0,정상
LN204551,2024-06-25,1060000,19.72,12,7등급,인천,20대,채무상환,Y,106,상각
LN201344,2024-04-11,2060000,17.52,12,5등급,경남,30대,의료비,N,0,정상상환
LN202531,2025-03-20,1770000,4.23,36,1등급,강원,20대,주거자금,N,0,상환중
LN204143,2024-05-10,2550000,5.78,48,2등급,서울,60대 이상,사업자금,N,0,정상
LN202447,2025-02-16,510000,5.35,12,2등급,대전,20대,사업자금,N,0,완제
LN205774,2024-06-04,540000,7.6,24,2등급,경북,20대,주거자금,N,0,완제
LN201731,2025-04-07,1020000,7.31,12,1등급,전북,30대,의료비,N,0,상환중
LN204036,2024-06-24,1010000,5.5,12,2등급,충북,30대,교육비,N,0,정상상환
LN204534,2024-04-16,840000,16.42,6,6등급,대전,50대,채무상환,N,0,정상상환
LN205000,2024-06-22,3990000,8.2,48,2등급,서울,20대,채무상환,N,0,정상
LN204537,2025-02-15,4390000,6.7,36,2등급,전남,20대,채무상환,N,0,상환중
LN202108,2024-08-15,4750000,,6,,,30대,,Y,23,연체
LN201140,2024-08-07,9910000,12.4,60,4등급,전남,50대,교육비,N,0,완제
LN204971,2025-03-29,4110000,20.27,12,7등급,울산,20대,교육비,N,0,상환중
